,articleID,publication_date,text,len_text,label
17064,17561433,2007-06-15,The thrill of reckless driving in patients with Parkinson's disease: an additional behavioural phenomenon in dopamine dysregulation syndrome?,18,0
17065,17561433,2007-06-15,"We believe that this impairment in driving performance, due to deliberate overuse of dopaminergic medication, should be included as a new behavioural phenomenon in dopamine dysregulation syndrome.",27,0
17066,17565026,2007-06-15,"A 36-year-old man with AIDS and relapsing, nonproductive cough.",9,0
17067,17565026,2007-06-15,"A rapidly progressive, fatal recrudescence of pulmonary Kaposi sarcoma developed in an HIV-infected man who was receiving corticosteroids for treatment of an immune reconstitution syndrome secondary to Mycobacterium avium complex pulmonary infection.",32,0
17068,17565026,2007-06-15,We discuss the implications for current diagnosis and management of HIV-associated pulmonary diseases.,13,0
17069,17571263,2007-06-16,Here we report an unusual case of mixed Wilms' tumour and angiosarcoma in a 38-year-old female patient who presented with haematuria and right lower back pain.,26,0
17070,17571263,2007-06-16,"A computed tomographic (CT) scan confirmed a massive renal tumour associated with extensive retroperitoneal lymph node involvement, bony metastases and a right hip fracture.",24,0
17071,17571263,2007-06-16,"This case suggests that highly angiogenic tumours such as angiosarcoma may be effectively palliated using agents usually reserved for refractory Wilms' tumour, and supports the view that adult Wilms' tumour is more sensitive to such agents.",36,0
17072,17571263,2007-06-16,Four cycles of this protocol yielded a dramatic response on re-staging CT scan.,13,0
17073,17571263,2007-06-16,"In view of her cachexia and cytopaenia, emergency chemotherapy was initiated using a modified regimen of carboplatin, etoposide and vincristine (CEO) in preference to the more traditional but less well-tolerated VAC (vincristine, actinomycin D, cyclophosphamide).",35,0
17074,17571263,2007-06-16,"Histopathology revealed differentiated adult Wilms' tumour with renal angiosarcoma, whereas the pathology of the para-aortic lymph node and bone metastasis revealed angiosarcoma only.",23,0
17075,17571263,2007-06-16,"She was initially managed with palliative nephrectomy, which was followed by rapid postoperative deterioration.",14,0
17076,17571263,2007-06-16,"A case of mixed adult Wilms' tumour and angiosarcoma responsive to carboplatin, etoposide and vincristine (CEO).",16,0
17077,17577544,2007-06-20,Injury of the inferior alveolar nerve after overfilling of the root canal with endodontic cement: a case report.,18,0
17078,17577544,2007-06-20,The inferior alveolar nerve (IAN) contains mainly sensory fibers.,9,0
17079,17577544,2007-06-20,"Within the mandibular canal, the IAN runs forward in company of the inferior alveolar artery, and together they are called the inferior alveolar neurovascular bundle.",25,0
17080,17577544,2007-06-20,Disturbances of the IAN and mental nerve will predominantly give sensitivity symptoms in the soft tissue of the lower lip and chin.,22,0
17081,17577544,2007-06-20,We present a case report of endodontic overfilling involving the mandibular canal.,12,0
17082,17577544,2007-06-20,"A 52-year-old woman was seen in our outpatient clinic for pain and numbness in the left lower lip and chin, which developed following an endodontic treatment for her mandibular left second premolar.",32,0
17083,17577544,2007-06-20,"The panoramic radiograph showed radiopaque material in the inferior alveolar canal region, with an extension from the left canine to the second premolar.",23,0
17084,17577544,2007-06-20,This case report shows an unusual complication of mandibular second premolar root canal overfilling.,14,0
17085,17577544,2007-06-20,"In conclusion, even if in our case no surgical treatment was used and although spontaneous resorption has been described for some materials, early surgical exploration with removal of the material and decompression of the IAN is suggested, irrespective of the material used, because the severity of nerve damage can increase with the duration of the injury.",56,0
17086,17577544,2007-06-20,"After 4 months, the pain had almost entirely disappeared.",9,0
17087,17577544,2007-06-20,"The patient underwent treatment with corticosteroids, and after 2 months, the clinical examination revealed an improved clinical situation with a disappearance of the hypoesthesia but with a persistence of the pain.",31,0
17088,17581787,2007-06-22,We also discuss the apparent increased thrombotic risk in patients receiving a VAD for chemotherapy induced cardiomyopathy and the implications this may have for the choice of VAD.,28,0
17089,17581787,2007-06-22,This strategy may be considered in the case of life-threatening VAD associated thrombosis to avoid the need for intracardiac drug delivery or VAD replacement.,24,0
17090,17581787,2007-06-22,"We report a case of intracardiac thrombus in a patient supported by the Jarvik 2000 Flowmaker successfully treated with a single dose of peripherally administered TNK-tissue plasminogen activator (Tenecteplase, Metalyse, Boehringer Ingelheim).",32,0
17091,17581787,2007-06-22,Successful treatment of ventricular assist device associated ventricular thrombus with systemic tenecteplase.,12,0
17092,17588430,2007-06-26,"The patient had MRSA sepsis develop resistant to conventional therapy, which was successfully treated with daptomycin.",16,0
17093,17588430,2007-06-26,We report a case of a 65-year-old man suffering from a dilatative cardiomyopathy and concomitant MRSA infection who received a biventricular assist device.,23,0
17094,17588430,2007-06-26,"Daptomycin is a new cyclic lipopeptide antibiotic, useful in gram-positive organisms resistant to standard treatment.",15,0
17095,17588430,2007-06-26,Infections with multi-resistant organisms such as methicillin-resistant Staphylococcus aureus in ventricular assist device recipients are often difficult to treat and present a high mortality rate.,25,0
17096,17588430,2007-06-26,The rate of infection in patients who require ventricular assist devices is estimated at more than 35%.,17,0
17097,17588430,2007-06-26,Daptomycin for eradication of a systemic infection with a methicillin-resistant-Staphylococcus aureus in a biventricular assist device recipient.,17,0
17098,17591299,2007-06-27,"This article discusses the initial treatment attempted at resolving the bronchospasm, as well as the use of heliox in the ultimate resolution of the bronchospasm.",25,0
17099,17591299,2007-06-27,Consideration of the use of heliox may provide another option for the treatment of a patient suffering from refractory bronchospasm.,20,0
17100,17591299,2007-06-27,"Although heliox has been used foryears to treat patients with various respiratory complications, it is not currently a common treatment instituted by anesthesia practitioners for the treatment of bronchospasm.",29,0
17101,17591299,2007-06-27,Bronchospasm is an anesthetic emergency that can lead to disastrous outcomes if treatment is irresolvable.,15,0
17102,17591299,2007-06-27,An anesthesia provider must immediately initiate treatment if bronchospasm is suspected in order to avoid negative sequelae.,17,0
17103,17591299,2007-06-27,The following is a case report of a 32-year-old man who experienced refractory bronchospasm upon emergence from general anesthesia.,19,0
17104,17591299,2007-06-27,Use of heliox for intraoperative bronchospasm: a case report.,9,0
17105,17593505,2007-06-27,"Because there have been no reports of endoscopic observations of bacterial ventriculitis, we were unable to be certain about the origin or significance of the microgranulations.",26,0
17106,17593505,2007-06-27,"To date, reports about the macroscopic appearance of ventriculitis have been rare, consisting only of a few autopsy cases.",19,0
17107,17593505,2007-06-27,"Coagulase-negative staphylococci were detected in cerebrospinal fluid (CSF), and the infection persisted even with intrathecal administration of gentamycin, and intravenous administration of vancomycin and arbekacin.",25,0
17108,17593505,2007-06-27,"After admission, he was found to have retrograde shunt infection from peritonitis caused by cholecystitis.",15,0
17109,17593505,2007-06-27,"He had experienced subarachnoid hemorrhage (SAH) from a left vertebral dissecting aneurysm, and had subsequently received a ventriculoperitoneal shunt against post-SAH hydrocephalus.",22,0
17110,17593505,2007-06-27,A 44-year-old man was admitted for disturbance of consciousness caused by progressive hydrocephalus.,13,0
17111,17593505,2007-06-27,"A patient in our hospital had ventriculitis caused by coagulase-negative staphylococci, and under neuroendoscopy we obtained clear findings of granular ependymitis.",21,0
17112,17593505,2007-06-27,"Endoscopic rinsing was performed, and multiple small yellowish microgranulations, less than 1 mm in diameter, were observed in the lateral ventricles and the third ventricle.",25,0
17113,17593505,2007-06-27,Rinsing of the CSF after intensive antimicrobial treatment resulted in a cure.,12,0
17114,17593505,2007-06-27,"However, whether or not the microgranulations were bacterial colonies, infection did not recur during a 2-year follow-up period.",18,0
17115,17593505,2007-06-27,Conspicuous endoscopic appearance of ventriculitis caused by coagulase-negative staphylococci.,9,0
17116,17596682,2007-06-29,The use of rituximab has been uncommonly associated with delayed pulmonary toxicity.,12,1
17117,17596682,2007-06-29,"We present a case of interstitial pneumonitis and diffuse alveolar hemorrhage, which represents the second such case reported in the literature.",21,0
17118,17596682,2007-06-29,Interstitial pneumonitis and alveolar hemorrhage complicating use of rituximab: case report and review of the literature.,16,1
17119,17601479,2007-07-03,"This case, which afforded a unique opportunity to follow the consequences of weakening scapular stabilizers over time, provides evidence for the etiologic role of scapular dyskinesis in SIS and shows that SIS is a potential complication of botulinum therapy for myofascial pain involving the scapular stabilizers.",46,0
17120,17601479,2007-07-03,Scapular upward rotation is predominantly achieved via a force coupling involving the upper and lower trapezius and the serratus anterior.,20,0
17121,17601479,2007-07-03,Subacromial impingement syndrome as a consequence of botulinum therapy to the upper trapezii: a case report.,16,0
17122,17601479,2007-07-03,"Botulinum therapy was discontinued and nonsteroidal anti-inflammatory medication markedly reduced the new symptoms, which completely resolved within 3 months.",19,0
17123,17601479,2007-07-03,"Although botulinum therapy effectively reduced the patient's refractory myofascial pain, signs and symptoms of SIS developed in association with the upper trapezii weakness after the third set of injections.",29,0
17124,17601479,2007-07-03,We present a 49-year-old woman with refractory myofascial pain of many years duration who developed subacromial impingement syndrome (SIS) following a series of botulinum toxin injections to the bilateral upper trapezii.,31,0
17125,17601479,2007-07-03,"Although studies have shown a relationship between abnormal scapular motion and subacromial impingement, it has been unclear whether the altered scapular biomechanics represent a cause, or consequence, of impingement.",29,0
17126,17605741,2007-07-04,"It is important to accurately identify these infections, and polymerase chain reaction assay using universal fungal primers offers a rapid and precise diagnostic approach.",24,0
17127,17605741,2007-07-04,"Several biopsies yielded a mold initially phenotypically identified as a Penicillium species, but molecular sequence analysis ultimately determined the identity as Paecilomyces lilacinus.",23,0
17128,17605741,2007-07-04,Several courses of oral voriconazole were required for resolution of the infection.,12,0
17129,17605741,2007-07-04,"A review of the literature revealed that Paecilomyces species are an infrequent cause of disease in transplant patients, with skin and soft tissue infections being the most common presentation.",29,0
17130,17605741,2007-07-04,Paecilomyces lilacinus infection in a liver transplant patient: case report and review of the literature.,15,0
17131,17605741,2007-07-04,We suggest that voriconazole may be a useful treatment alternative to the more traditional therapy with amphotericin B-based agents.,19,0
17132,17605741,2007-07-04,"Treatment of Paecilomyces infections may require multiple courses of antifungal therapy, often with surgical debridement.",15,0
17133,17605741,2007-07-04,"A 56-year-old male who was 12 months status post liver transplant presented with a 2-month history of painful, erythematous nodules over the right knee.",24,0
17134,17610180,2007-07-05,Gastric mucosa hyperplasia is a rare cause of upper gastrointestinal obstruction in the neonatal period.,15,0
17135,17610180,2007-07-05,Gastric outlet obstruction due to an iatrogenic cause in a neonatal period - report of two cases.,17,0
17136,17610180,2007-07-05,One of the etiologic factors of this disorder is prolonged prostaglandin E1 (PGE1) therapy of neonates with congenital cyanotic heart diseases.,21,0
17137,17610180,2007-07-05,"Continuous PGE1 administration ensures patency of the ductus arteriosus, which is essential for stabilizing the general condition until cardiac surgery can be performed.",23,0
17138,17610180,2007-07-05,The clinical symptoms of gastric mucosa foveolar hyperplasia due to long-term PGE1 therapy simulate hypertrophic pyloric stenosis.,17,1
17139,17610180,2007-07-05,We present two cases of neonates with gastric mucosa and submucosa hyperplasia revealed during ultrasound examination.,16,0
17140,17610180,2007-07-05,The results of the ultrasound examination combined with clinical anamnesis allowed diagnosis of gastric mucosa foveolar hyperplasia due to prolonged PGE1 therapy.,22,1
17141,17610180,2007-07-05,"However, the characteristic ultrasound appearance of both pathologies facilitates determination of the final diagnosis and further treatment.",17,0
17142,17614805,2007-07-07,She was otherwise healthy and did not complain of hyperhidrosis.,10,0
17143,17614805,2007-07-07,There was no family history of similar lesions.,8,0
17144,17614805,2007-07-07,A 21-year-old woman presented with a 1-month history of whitish bubbling of the palms after brief exposure to water.,19,0
17145,17614805,2007-07-07,The lesions resolved completely approximately 30 min after removal of the hands from water.,14,0
17146,17614805,2007-07-07,Whitish papules on the palm.,5,0
17147,17614805,2007-07-07,"The symptoms arose within 3-5 min after immersion in water, as a white sponge-like appearance, and resolved after a variable drying period.",22,0
17148,17614805,2007-07-07,A biopsy taken from the lesional skin revealed dilatation of intraepidermal eccrine ducts and a spongy appearance in the corneal layer (Fig.,22,0
17149,17614805,2007-07-07,A diagnosis of aquagenic syringeal palmar keratoderma was made on the basis of these clinical and histopathologic findings.,18,0
17150,17614805,2007-07-07,A short course of treatment with topical aluminum chloride resulted in a remarkable response in 1 week.,17,0
17151,17614805,2007-07-07,She had no recurrence after 1 year.,7,0
17152,17614805,2007-07-07,These asymptomatic papules with a tendency to coalesce became more prominent with prolonged exposure (Figs 1 and 2).,18,0
17153,17614805,2007-07-07,The right palm also showed similar changes.,7,0
17154,17614805,2007-07-07,"Physical examination revealed a healthy appearance of the palms; however, 5 min after immersion of the hands in warm water, the central part of the left palm became swollen and tiny white papules with dilated puncta appeared.",37,0
17155,17619811,2007-07-11,"Colchicine-induced rhabdomyolysis is a rare complication, and the postulated mechanisms and risk factors for this severe complication are discussed.",19,1
17156,17619811,2007-07-11,"Investigation confirmed the diagnosis of rhabdomyolysis, and discontinuation of colchicine resulted in resolution of clinical and biochemical features of rhabdomylysis.",20,1
17157,17619811,2007-07-11,A case of colchicine-induced rhabdomyolysis is reported.,7,1
17158,17619811,2007-07-11,"A 79-year-old man with ischemic heart disease, chronic atrial fibrillation, chronic renal failure, hypothyroidism, and gout arthritis was hospitalized because of fatigue, myalgia, and leg weakness, shortly after starting treatment with colchicine.",32,1
17159,17624096,2007-07-13,5-Fluorouracil cardiotoxicity complicating treatment of stage IIB cervical cancer--case report.,10,1
17160,17624096,2007-07-13,"Four years later, the patient is alive and well with an ejection fraction of 53%.",15,0
17161,17624096,2007-07-13,Radiation was continued without chemotherapy.,5,0
17162,17624096,2007-07-13,Cardiac evaluation revealed acute congestive heart failure with a cardiac ejection fraction of 19%.,14,0
17163,17624096,2007-07-13,"During the first day of infusion, she began having severe shortness of breath.",13,0
17164,17624096,2007-07-13,The patient began her prescribed radiation therapy and 5-fluorouracil radio-sensitizing chemotherapy.,11,0
17165,17624096,2007-07-13,A 31-year-old female was found to have FIGO Stage IIB squamous cell carcinoma of the cervix.,16,0
17166,17627694,2007-07-14,The vagina was saline-irrigated after realising that the acetic acid had not been diluted.,14,0
17167,17627694,2007-07-14,Topical vaginal oestrogen cream used for treatment of burn injury of vaginal mucosa after misapplication of 100% acetic acid in a perimenopausal woman: a case report.,26,0
17168,17627694,2007-07-14,"Following this incident, the patient was seen weekly and treated with conjugated vaginal oestrogen cream.",15,0
17169,17627694,2007-07-14,Three to five per cent acetic acid is commonly used in the field of gynaecology for colposcopic examinations of the cervix.,21,0
17170,17627694,2007-07-14,It gives an 'acetowhite' effect that may assist clinicians in identifying neoplastic areas.,13,0
17171,17627694,2007-07-14,Oestrogen cream can be used in an attempt to minimise the adverse reaction and speed the healing process.,18,0
17172,17627694,2007-07-14,A perimenopausal woman was treated with acetic acid for abnormal Pap smear report (cervical intraepithelial neoplasia 1).,17,0
17173,17627694,2007-07-14,"During application, the patient complained of burning sensation of vagina and vulva.",12,0
17174,17627694,2007-07-14,Acetic acid is corrosive and may cause vagina bleeding.,9,1
17175,17627694,2007-07-14,The patient recovered and the vagina mucosa healed within two weeks.,11,0
17176,17634699,2007-07-20,"All three patients had microcytic microchromic anemia with basophilic stippling of the erythrocytes, lead lines in X-ray of the knee joint and high blood lead levels.",26,0
17177,17634699,2007-07-20,Severe abdominal colic because of lead poisoning is an uncommon condition in adults.,13,0
17178,17634699,2007-07-20,The diagnosis of lead toxicity is often delayed and abdominal pain is mistaken for acute abdomen.,16,0
17179,17634699,2007-07-20,A diagnosis of lead poisoning was made and a course of chelating treatment started.,14,0
17180,17634699,2007-07-20,"We describe three blood brothers who were involved in pottery glazing and suffered from repeated episodes of severe abdominal pain, nausea, vomiting, constipation and anemia due to lead toxicity.",29,0
17181,17634699,2007-07-20,"Motor neuropathy, anemia and all gastrointestinal symptoms disappeared.",8,0
17182,17634699,2007-07-20,Lead poisoning and recurrent abdominal pain.,6,0
17183,17634699,2007-07-20,One patient had wrists drop and weakness of the fingers extensors.,11,0
17184,17634699,2007-07-20,Our report highlights the importance of taking a detailed occupational history and considering lead poisoning in the differential diagnosis of acute abdominal colic of unclear cause.,26,0
17185,17634699,2007-07-20,The patients had a history of several hospitalizations and one or two unnecessary laparotomies.,14,0
17186,17638184,2007-07-20,The safety and efficacy of enfuvirtide therapy for HIV infection in patients with hemophilia: a case series.,17,0
17187,17638184,2007-07-20,Three patients achieved undetectable HIV loads with enfuvirtide salvage regimens.,10,0
17188,17638184,2007-07-20,"Although local skin reactions were common, neither local nor systemic bleeding worsened.",12,0
17189,17638184,2007-07-20,We describe the safety and efficacy of enfuvirtide therapy in 4 patients with severe hemophilia A.,16,0
17190,17638184,2007-07-20,The treatment of patients with human immunodeficiency virus (HIV) infection and hemophilia involves unique challenges that may be addressed with novel antiretroviral classes.,23,0
17191,17643282,2007-07-24,Opioid-related narcosis is the most likely diagnosis in this case.,10,0
17192,17643282,2007-07-24,Other possible differential diagnoses were magnesium overdose or a post-ictal state.,11,0
17193,17643282,2007-07-24,"Other explanations for an exaggerated and delayed response to opioids include co-administration of other respiratory depressant drugs such as magnesium sulphate, co-morbidity such as renal impairment and genetic variability in the metabolism of morphine.",34,0
17194,17643282,2007-07-24,The presence of a myopathy could render this patient susceptible to the respiratory effects of opioids.,16,0
17195,17643282,2007-07-24,Robust guidelines and highlighting patients with risk factors are required to prevent this complication from recurring.,16,0
17196,17643282,2007-07-24,Opioid-related narcosis in a woman with myopathy receiving magnesium.,9,0
17197,17643282,2007-07-24,Naloxone administration reversed the symptoms.,5,0
17198,17643282,2007-07-24,Blood gas analysis revealed a respiratory acidosis.,7,0
17199,17643282,2007-07-24,"After delivery, she had diastolic hypertension and proteinuria and was prescribed magnesium sulphate.",13,0
17200,17643282,2007-07-24,Further doses were required as the respiratory depression recurred.,9,0
17201,17643282,2007-07-24,Some hours later she became unresponsive with little respiratory effort.,10,0
17202,17643282,2007-07-24,"An Asian multiparous woman weighing 47 kg, who suffered from a rare myopathy, congenital fibre type disproportion, was given morphine 10 mg intramuscularly for labour analgesia.",26,0
17203,17646921,2007-07-25,Symptoms mimicking Crohn's disease deteriorated under intensified immunosuppression and surgery.,10,0
17204,17646921,2007-07-25,Detailed immunological investigation of the patient revealed a severely impaired TH-1 cytokine response as the immunological background for this uncommon course.,21,0
17205,17646921,2007-07-25,Reduced TH-1 cytokine release in an adult patient with chronic relapsing Mycobacterium malmoense infection.,14,0
17206,17646921,2007-07-25,An unusual course of infection with Mycobacterium malmoense is described in a patient receiving chronic but mild immunosuppressive therapy for rheumatoid arthritis.,22,0
17207,17646921,2007-07-25,"Judging from the patient's course under treatment specific for M. malmoense, the gastrointestinal symptoms were rather manifestations of a chronic relapsing mycobacterial infection.",23,0
17208,17654352,2007-07-27,"Familial occurrence of cat-scratch disease, with varying clinical expression.",9,0
17209,17654352,2007-07-27,"Cat-scratch disease, primarily caused by Bartonella henselae, typically presents with regional adenopathy, and the role of antibiotics in the treatment is debatable.",22,0
17210,17654352,2007-07-27,"We present a report of B. henselae infection transmitted by the same kitten to 4 different individuals, each with different clinical characteristics, treatment, and evolution.",25,0
17211,17660778,2007-07-31,This case is particularly important as the condition will become more and more prevalent and therefore it is imperative that GDPs in primary care are aware of it.,28,0
17212,17660778,2007-07-31,We present an example of this complication that we recently saw in our department which on initial presentation appeared to be squamous cell carcinoma.,24,0
17213,17660778,2007-07-31,Bisphosphonate induced osteochemonecrosis of the jaw mimicking a tumour.,9,1
17214,17660778,2007-07-31,Osteonecrosis has been well-documented in the past.,7,0
17215,17662448,2007-07-31,This case illustrates that serious sight-threatening complications may occur after LASEK due to abuse of topical anesthetic agents.,18,0
17216,17662448,2007-07-31,The left eye healed with central corneal scarring.,8,0
17217,17662448,2007-07-31,"Over the next 4 months, there was progressive corneal stromal thinning and descemetocele formation in 1 eye, requiring application of cyanoacrylate glue, and stromal edema and scarring in the other eye, which resulted in a visual acuity of counting fingers.",40,0
17218,17662448,2007-07-31,A 42-year-old woman had uneventful bilateral laser-assisted subepithelial keratectomy (LASEK) to correct myopia.,13,0
17219,17662448,2007-07-31,She subsequently had penetrating keratoplasty and lens extraction with IOL implantation in the right eye.,15,0
17220,17662448,2007-07-31,She experienced intense pain in the first postoperative week and obtained topical oxybuprocaine for pain relief.,16,0
17221,17662448,2007-07-31,Topical anesthesia-induced keratopathy after laser-assisted subepithelial keratectomy.,7,0
17222,17662448,2007-07-31,"Investigations did not reveal associated infection or an underlying immunological disorder; however, the patient admitted to excessive use of topical anesthetic eyedrops in the post-LASEK period.",26,0
17223,17662448,2007-07-31,"Subsequently, she developed bilateral persistent corneal epithelial defects, epithelial edema, and bullae that failed to heal with bandage contact lens and topical lubricants.",23,0
17224,17665812,2007-08-02,"In cases of mild increments of eosinophils and if the patient is asymptomatic, there is no need to make an immediate decision.",22,0
17225,17665812,2007-08-02,Drug-induced eosinophilia is a non-dose-dependent side effect of clozapine.,9,1
17226,17665812,2007-08-02,"However, if the increment is severe and producing symptoms, withdrawing the probable causative drug is warranted.",16,0
17227,17665812,2007-08-02,"There is a possible association between eosinophilia and myocarditis, a life-threatening condition.",12,0
17228,17665812,2007-08-02,Clozapine-induced eosinophilia and switch to quetiapine in a patient with chronic schizophrenia with suicidal tendencies.,15,1
17229,17665812,2007-08-02,"Occasionally, despite good therapeutic response, clozapine must be stopped due to dangerous side effects such as agranulocytosis.",17,1
17230,17665812,2007-08-02,Clozapine has proven effective in reducing morbidity and suicidality in chronic non-remitting patients with schizophrenia.,15,0
17231,17665812,2007-08-02,The efficacy of corticosteroid therapy in the treatment of eosinophilia has not been clearly established.,15,0
17232,17665812,2007-08-02,"We present a case report where switching from clozapine to quetiapine maintained the improvement in clinical status, after remittance of eosinophilia.",21,0
17233,17667216,2007-08-02,"Bicarbonate hemodialysis treatment should take place early in the course of management, especially in patients with severe metabolic acidosis who fail to respond to intravenous bicarbonate therapy or in whom renal failure is present.",34,0
17234,17667216,2007-08-02,Metformin-associated lactic acidosis (MALA) is a serious metabolic complication that occurs because of metformin accumulation in patients who become dehydrated or developed acute renal failure.,25,1
17235,17667216,2007-08-02,We report a case of MALA in which acute renal failure resulting from dehydration secondary to diarrhea and poor oral intake likely caused MALA.,24,0
17236,17667216,2007-08-02,Early recognition of this condition and initiation of effective treatment can improve outcome.,13,0
17237,17667216,2007-08-02,Metformin-associated lactic acidosis precipitated by diarrhea.,6,1
17238,17668865,2007-08-03,We report our experience with intrathecal administration of rituximab in a 10-year-old kidney allograft recipient with PTLD in the CNS.,20,0
17239,17668865,2007-08-03,This strategy resulted in a disappearance of clinical symptoms and a negative positron emission tomogram.,15,0
17240,17668865,2007-08-03,Intrathecal administration of rituximab may be a feasible approach in children with PTLD in the CNS.,16,0
17241,17668865,2007-08-03,"However, its specific role in our patient remains uncertain.",9,0
17242,17668865,2007-08-03,New therapeutic approaches should be explored.,6,0
17243,17668865,2007-08-03,"After standard treatment had failed, we tried to treat the patient by administering rituximab directly into the cerebral ventricle through an Omaya reservoir, in addition to conventional intrathecal and systemic chemotherapy.",31,0
17244,17668865,2007-08-03,Intrathecal rituximab treatment for pediatric post-transplant lymphoproliferative disorder of the central nervous system.,13,0
17245,17668865,2007-08-03,Post-transplant lymphoproliferative disorder (PTLD) in the central nervous system (CNS) has a poor prognosis.,14,0
17246,17671884,2007-08-03,"This report suggests that anemia can occur due to MMF, in particular when it is given with prednisone, a side effect well documented in the transplantation literature when the triple combination of MMF, cyclosporine and prednisone is used.",38,1
17247,17671884,2007-08-03,"In the transplantation literature, MMF has been noted to lower red blood cell counts.",14,0
17248,17671884,2007-08-03,"To put this into perspective, total aplasia of red blood cells for 40 days would result in a drop of 30-33% in the red blood cell count.",27,0
17249,17671884,2007-08-03,"Specifically, after initiation of 500 mg MMF twice a day given in conjunction with the long-standing use of prednisone, which had been tapered to a dose of 10 mg daily, the patient's red blood cell count dropped by 17% over 7 weeks.",42,0
17250,17671884,2007-08-03,An apparent link is described between the use of MMF with prednisone to treat pemphigus vulgaris and the development of red blood cell anemia.,24,1
17251,17671884,2007-08-03,"Mycophenolate mofetil (MMF) is an immunosuppressive drug used in renal transplantation, lupus nephritis and pemphigus vulgaris patients.",17,0
17252,17671884,2007-08-03,It would therefore seem prudent to monitor red and white blood cell counts in patients taking MMF.,17,0
17253,17671884,2007-08-03,"One previous study of four transplant patients whose immediate post-transplantation immunosuppression utilized corticosteroids, cyclosporine, MMF, and anti-T-lymphocyte globulin noted anemia in 13% of them.",24,0
17254,17671884,2007-08-03,"A review of the literature also reveals that MMF is a safe medication that appears to have a more favorable side effect profile than azathioprine, although it is more expensive than azathioprine.",32,0
17255,17671884,2007-08-03,Red blood cell anemia in a patient with pemphigus vulgaris induced by the use of mycophenolate mofetil and prednisone.,19,1
17256,17671884,2007-08-03,The dermatology literature heretofore has not noted that anemia is a side effect of patients taking MMF to treat pemphigus.,20,1
17257,17675030,2007-08-07,"Oxcarbazepine-associated angioedema manifested by swelling of the face, eyes, lips, or tongue or difficulty swallowing or breathing (or both) is a rare but potentially life-threatening reaction for which early recognition and management are vital.",34,1
17258,17675030,2007-08-07,"The reporting rate for angioedema was calculated to be 9.8 cases per 1,000,000 pediatric patients.",15,0
17259,17675030,2007-08-07,"We describe in detail the first U.S. case report, of a 4(1/2)-year-old boy who experienced angioedema during treatment with oxcarbazepine.",20,1
17260,17675030,2007-08-07,Clinical profile of oxcarbazepine-related angioneurotic edema: case report and review.,10,1
17261,17675030,2007-08-07,A search of the United States Food and Drug Administration's Adverse Event Reporting System identified nine cases of oxcarbazepine-associated angioedema in pediatric patients aged 16 years and younger.,28,1
17262,17675030,2007-08-07,"Oxcarbazepine, a carbamazepine analog, was approved for use as an antiepileptic agent in the United States in 2000.",18,0
17263,17679476,2007-08-08,MCC seems to be common in transplant recipients and 52 cases have been reported in the literature.,17,0
17264,17679476,2007-08-08,"To our knowledge, this is the second such case reported, as Merkel cell carcinoma most commonly occurs after kidney and heart transplants.",22,0
17265,17679476,2007-08-08,The treatment approach is described and the literature on the subject is reviewed.,13,0
17266,17679476,2007-08-08,There is currently no consensus regarding the optimal therapeutic approach to Merkel cell carcinoma.,14,0
17267,17679476,2007-08-08,Merkel cell carcinoma is a rare and aggressive neuroendocrine skin cancer with a very low incidence in the general population.,20,0
17268,17679476,2007-08-08,This report describes a Merkel cell carcinoma which developed in a liver transplant recipient.,14,0
17269,17679476,2007-08-08,Merkel cell carcinoma after liver transplantation: a case report.,9,0
17270,17679476,2007-08-08,"In transplant recipients, such tumors are more common and more aggressive but their treatment does not differ from the treatment of Merkel cell carcinomas in the general population.",28,0
17271,17684644,2007-08-09,Vasculonecrotic reactions in leprosy.,4,0
17272,17684644,2007-08-09,Despite they can be distinguished through clinical and histological characteristics; both are often used as synonyms.,16,0
17273,17684644,2007-08-09,"Multibacillary, lepromatous or borderline leprosy patients may present two types of vasculonecrotic reactions: Lucio phenomenon and that associated with erythema nodosum leprosum.",22,0
17274,17684644,2007-08-09,The authors reported two cases of vasculonecrotic phenomena in lepromatous leprosy sharing clinical and histopathological characteristics of both reaction subtypes.,20,0
17275,17684644,2007-08-09,The findings may indicate the spectral nature of the reaction phenomena in leprosy and emphasize the importance of the clinic-pathological correlation for proper classification.,24,0
17276,17684644,2007-08-09,"Our findings may contribute to the understanding of leprosy reactions pathogenesis, broaden the knowledge about their outcome with standard treatment, and provide the scientific background to design better therapeutic strategies for these complications.",33,0
17277,17684644,2007-08-09,"It is said that leprosy reaction should be properly classified for therapeutic reasons, since it is well known that in Lucio phenomenon there is not a good response to thalidomide.",30,0
17278,17689713,2007-08-11,"We underline the association between this pathogen and inguinal skin breaks, and discuss the potential diagnostic pitfalls in clinical and laboratory diagnosis.",22,0
17279,17689713,2007-08-11,Staphylococcus lugdunensis endocarditis following cardiac catheterisation.,6,0
17280,17689713,2007-08-11,We report the case of a 77 year old with Staphylococcus lugdunensis endocarditis following cardiac catheterisation via a femoral approach.,20,0
17281,17692960,2007-08-19,"In the last decades there have been reports describing a transient form of constrictive pericarditis, which resolves without surgical therapy.",20,0
17282,17692960,2007-08-19,"Constrictive pericarditis has been defined classically as a progressive condition, characterized by pericardial fibrosis, with or without calcification, which results in chronic refractory congestive heart failure and for witch pericardiectomy is often required.",33,0
